league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie B,2627,Cesena,Antonio David,ROU,DF,22-235,2004.0,1,1,49,0.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Antonio Fiori,ITA,MF,23-191,2003.0,2,2,102,1.1,1,0,1,1,0,0,0,0,0.88,0.0,0.88,0.88,0.88
ITA-Serie B,2627,Cesena,Cristian Shpendi,ALB,FW,23-104,2003.0,2,2,152,1.7,2,0,2,2,0,0,2,0,1.18,0.0,1.18,1.18,1.18
ITA-Serie B,2627,Cesena,Dimitri Bisoli,ITA,MF,32-159,1994.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Gianluca Frabotta,ITA,"DF,MF",27-068,1999.0,2,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Jacopo Gelli,ITA,DF,25-112,2001.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Luca Schirone,ITA,MF,23-188,2003.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Marco Dalla Vecchia,ITA,MF,21-199,2005.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Massimiliano Mangraviti,ITA,DF,28-219,1998.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Matteo Francesconi,ITA,MF,22-201,2004.0,2,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Matteo Guidi,ITA,MF,23-059,2003.0,2,2,127,1.4,0,1,1,0,0,0,1,0,0.0,0.71,0.71,0.0,0.71
ITA-Serie B,2627,Cesena,Mihajlo Ilić,SRB,DF,23-088,2003.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Riccardo Pagano,ITA,MF,21-276,2004.0,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Vittorio Magni,ITA,DF,20-091,2006.0,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Xavello Druiventak,NED,MF,22-120,2004.0,2,2,144,1.6,0,1,1,0,0,0,0,0,0.0,0.62,0.62,0.0,0.62
ITA-Serie B,2627,Cremonese,Adrian Lickūnas,LTU,MF,20-156,2006.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Alessandro Vogliacco,ITA,DF,27-351,1998.0,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Andrea Fulignati,ITA,GK,31-304,1994.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Dachi Lordkipanidze,GEO,MF,21-176,2005.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Fabio Gerli,ITA,MF,29-251,1996.0,2,2,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Federico Agazzi,ITA,GK,24-135,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Federico Bonazzoli,ITA,FW,29-102,1997.0,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Francesco Folino,ITA,DF,24-220,2002.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Giuseppe Pezzella,ITA,MF,28-275,1997.0,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Jari Vandeputte,BEL,MF,30-198,1996.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Manuel De Luca,ITA,FW,28-045,1998.0,2,2,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Marco Nasti,ITA,FW,22-348,2003.0,2,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Matteo Bianchetti,ITA,DF,33-167,1993.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Michele Collocolo,ITA,MF,26-296,1999.0,1,1,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Salvatore Elia,ITA,MF,27-062,1999.0,1,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Sebastiano Luperto,ITA,DF,29-359,1996.0,2,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Simone Lottici Tessadri,ITA,MF,20-062,2006.0,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Simone Pontisso,ITA,MF,29-164,1997.0,1,1,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Tommaso Berti,ITA,MF,22-177,2004.0,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cremonese,Yuri Rocchetti,ITA,DF,23-077,2003.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Andrea Orlandi,ITA,MF,19-219,2007.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Bohdan Popov,UKR,MF,23-214,2003.0,2,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Cristian Cauz,ITA,DF,30-016,1996.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie B,2627,Empoli,Edoardo Biondini,ITA,MF,17-242,2009.0,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Edoardo Saporiti,ITA,MF,24-348,2001.0,2,2,161,1.8,1,0,1,1,0,0,0,0,0.56,0.0,0.56,0.56,0.56
ITA-Serie B,2627,Empoli,Filippo Distefano,ITA,MF,23-003,2003.0,2,2,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Gerard Yepes,ESP,MF,24-006,2002.0,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Jacopo Seghetti,ITA,GK,21-195,2005.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Joseph Ceesay,GAM,DF,28-089,1998.0,1,1,58,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Karim Zedadka,FRA,MF,26-083,2000.0,2,1,82,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Lapo Deli,ITA,MF,20-128,2006.0,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Luca Belardinelli,ITA,MF,25-170,2001.0,2,0,50,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Luca Magnino,ITA,"MF,DF",29-018,1997.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Marco Curto,ITA,DF,27-238,1999.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Matteo Egan,IRL,"MF,DF",18-285,2007.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie B,2627,Empoli,Niccolò Corrado,ITA,MF,26-165,2000.0,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Roberto Berizzi,,,,,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Simone Romagnoli,ITA,DF,36-203,1990.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Empoli,Steven Shpendi,ALB,FW,23-104,2003.0,2,2,152,1.7,1,0,1,1,0,0,0,0,0.59,0.0,0.59,0.59,0.59
ITA-Serie B,2627,FC Südtirol,Alessandro Plizzari,ITA,GK,26-172,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Aljosa Vasic,SRB,MF,24-132,2002.0,2,2,115,1.3,0,1,1,0,0,0,1,0,0.0,0.78,0.78,0.0,0.78
ITA-Serie B,2627,FC Südtirol,Alvin Okoro,ITA,FW,21-158,2005.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Andrea Giorgini,ITA,DF,24-131,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Bjarki Bjarkason,ISL,DF,26-112,2000.0,2,2,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Davide Veroli,ITA,DF,23-214,2003.0,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Elias Schrott,ITA,MF,17-102,2009.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Fabian Tait,ITA,MF,33-202,1993.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Fabio Rispoli,ITA,MF,19-337,2006.0,2,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Giacomo Stabile,ITA,DF,21-141,2005.0,1,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Niklas Pyyhtiä,FIN,MF,22-340,2003.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Rareș-Cătălin Burnete,ROU,FW,22-212,2004.0,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Riccardo Stivanello,ITA,DF,22-129,2004.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Salvatore Molina,ITA,DF,34-242,1992.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Silvio Merkaj,ALB,FW,28-270,1997.0,2,2,175,1.9,1,0,1,1,0,0,2,0,0.51,0.0,0.51,0.51,0.51
ITA-Serie B,2627,FC Südtirol,Simone Davì,ITA,"DF,MF",26-349,1999.0,2,0,28,0.3,1,0,1,1,0,0,1,0,3.21,0.0,3.21,3.21,3.21
ITA-Serie B,2627,FC Südtirol,Simone Tronchin,ITA,MF,23-318,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,FC Südtirol,Vasco Lopes,CPV,MF,26-363,1999.0,2,2,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Abdou Harroui,NED,MF,28-230,1998.0,2,2,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Amin Sarr,SWE,MF,25-173,2001.0,2,2,167,1.9,1,0,1,0,1,1,0,0,0.54,0.0,0.54,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Andrias Edmundsson,FRO,DF,25-256,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Andréa Le Borgne,FRA,MF,20-035,2006.0,2,2,160,1.8,0,1,1,0,0,0,1,0,0.0,0.56,0.56,0.0,0.56
ITA-Serie B,2627,Hellas Verona,Antoine Bernede,FRA,MF,27-097,1999.0,2,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Dailon Livramento,CPV,FW,25-119,2001.0,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Daniel Oyegoke,ENG,DF,23-240,2003.0,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Domagoj Bradarić,CRO,DF,26-264,1999.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Fallou Cham,GAM,DF,20-198,2006.0,1,0,30,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Gabriele Zappa,ITA,MF,26-252,1999.0,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Grigoris Kastanos,CYP,MF,28-213,1998.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Leorat Bega,SUI,MF,23-044,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Mattia Compagnon,ITA,"MF,FW",24-298,2001.0,2,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Nicola Leali,ITA,GK,33-195,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Nicolò Calabrese,ITA,DF,21-288,2004.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Paweł Dawidowicz,POL,DF,31-103,1995.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Salvatore Cerbone,ITA,FW,18-313,2007.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Samuele Mulattieri,ITA,FW,25-328,2000.0,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
ITA-Serie B,2627,Hellas Verona,Seid Korac,LUX,DF,24-315,2001.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Hellas Verona,Tobias Slotsager,DEN,DF,20-242,2006.0,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Antonio Di Nardo,ITA,FW,27-335,1998.0,1,0,22,0.2,1,0,1,1,0,0,0,0,4.09,0.0,4.09,4.09,4.09
ITA-Serie B,2627,Juve Stabia,Christian Pierobon,ITA,MF,24-158,2002.0,2,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Davide Bettella,ITA,DF,26-146,2000.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Davide Buglio,ITA,MF,28-186,1998.0,2,2,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Federico Artioli,ITA,MF,25-080,2001.0,2,0,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14,2.14,0.0,2.14
ITA-Serie B,2627,Juve Stabia,Giulio Scuderi,ITA,DF,20-265,2005.0,2,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Justin Kumi,ITA,MF,22-046,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Kevin Piscopo,ITA,"MF,FW",28-109,1998.0,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Leonardo Candellone,ITA,FW,28-350,1997.0,2,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Manuel Ricciardi,ITA,DF,26-136,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Marco Bellich,ITA,DF,27-118,1999.0,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
ITA-Serie B,2627,Juve Stabia,Nermin Karic,SWE,MF,27-069,1999.0,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Nicola Patanè,ITA,"MF,FW",22-161,2004.0,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Pietro Boer,ITA,GK,24-111,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Romeo Sandrucci,ITA,FW,19-009,2007.0,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Saná Fernandes,POR,MF,20-174,2006.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Terrence Douglas,NED,DF,24-351,2001.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Juve Stabia,Thomas Battistella,ITA,MF,25-033,2001.0,2,1,88,1.0,0,1,1,0,0,0,0,0,0.0,1.02,1.02,0.0,1.02
ITA-Serie B,2627,Mantova,Alessio Castellini,ITA,DF,23-152,2003.0,2,2,180,2.0,0,2,2,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0
ITA-Serie B,2627,Mantova,Andrea Meroni,ITA,DF,29-234,1997.0,1,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Bodin Tomašević,MNE,DF,20-111,2006.0,2,2,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,David Wieser,ITA,MF,24-199,2002.0,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Davide Bragantini,ITA,MF,23-014,2003.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Eman Košpo,BIH,DF,19-106,2007.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Ettore Gliozzi,ITA,FW,30-342,1995.0,2,2,144,1.6,0,1,1,0,0,0,0,0,0.0,0.62,0.62,0.0,0.62
ITA-Serie B,2627,Mantova,Fahem Benaissa Yahia,FRA,MF,24-124,2002.0,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
ITA-Serie B,2627,Mantova,Federico Chinetti,ITA,FW,21-242,2005.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Flavio Paoletti,ITA,MF,23-227,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Francesco Bardi,ITA,GK,34-225,1992.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Francesco Ruocco,ITA,MF,25-242,2001.0,2,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0.0,1.26,1.26,1.26
ITA-Serie B,2627,Mantova,Ismael Cajazzo,CAN,MF,22-212,2004.0,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Jean-Pierre Longonda,BEL,MF,24-203,2002.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Jonathan Silva,BRA,MF,22-129,2004.0,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Lorenzo Ignacchiti,ITA,MF,22-128,2004.0,2,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Rachid Kouda,ITA,MF,24-037,2002.0,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Rareş Ilie,ROU,MF,23-134,2003.0,2,2,121,1.3,1,0,1,1,0,0,0,0,0.74,0.0,0.74,0.74,0.74
ITA-Serie B,2627,Mantova,Simone Trimboli,ITA,MF,24-134,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Mantova,Stefano Cella,ITA,DF,25-134,2001.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie B,2627,Mantova,Vanja Vlahović,SRB,MF,22-161,2004.0,1,0,36,0.4,1,1,2,1,0,0,0,0,2.5,2.5,5.0,2.5,5.0
ITA-Serie B,2627,Modena,Alessandro Bianco,ITA,MF,23-334,2002.0,2,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Antonio Imputato,ITA,MF,21-363,2004.0,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Bryant Nieling,NED,DF,23-304,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Daniel Tonoli,ITA,DF,24-009,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Daniele Montevago,ITA,FW,23-166,2003.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Francesco Zampano,ITA,DF,32-335,1993.0,2,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Gastón Brugman,URU,MF,33-358,1992.0,2,2,167,1.9,0,1,1,0,0,0,0,0,0.0,0.54,0.54,0.0,0.54
ITA-Serie B,2627,Modena,Giacomo Olzer,ITA,FW,25-139,2001.0,1,1,58,0.6,2,0,2,2,0,0,1,0,3.1,0.0,3.1,3.1,3.1
ITA-Serie B,2627,Modena,Giuseppe Ambrosino,ITA,FW,22-355,2003.0,2,2,175,1.9,0,2,2,0,0,0,0,0,0.0,1.03,1.03,0.0,1.03
ITA-Serie B,2627,Modena,Giuseppe Caso,ITA,"MF,FW",27-265,1998.0,2,2,138,1.5,2,0,2,2,0,0,0,0,1.3,0.0,1.3,1.3,1.3
ITA-Serie B,2627,Modena,Kleis Bozhanaj,ALB,MF,25-183,2001.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Leandro Chichizola,ARG,GK,36-157,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Paulo Azzi,BRA,"DF,FW",32-047,1994.0,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Pedro Mendes,POR,FW,27-030,1999.0,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Simone Santoro,ITA,MF,26-345,1999.0,2,1,118,1.3,1,0,1,1,0,0,0,0,0.76,0.0,0.76,0.76,0.76
ITA-Serie B,2627,Modena,Steven Nador,TOG,DF,24-069,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Stênio Toledo,BRA,MF,23-148,2003.0,1,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Modena,Wisdom Acquah,ITA,FW,19-205,2007.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Padova,Alessandro Capelli,ITA,MF,29-133,1997.0,1,0,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Padova,Alessandro Dellavalle,ITA,DF,22-112,2004.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Padova,Alessandro Seghetti,ITA,FW,22-232,2004.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Padova,Alessandro Sorrentino,ITA,GK,24-150,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
