league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie B,2526,Venezia,Marko Farji,IRQ,MF,21.0,2004.0,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Venezia,Matteo Dagasso,ITA,MF,21.0,2004.0,11,2,283,3.1,2,0,2,2,0,0,0,0,0.64,0.0,0.64,0.64,0.64
ITA-Serie B,2526,Venezia,Mattia Compagnon,ITA,"MF,FW",23.0,2001.0,18,4,434,4.8,2,1,3,2,0,0,3,0,0.41,0.21,0.62,0.41,0.62
ITA-Serie B,2526,Venezia,Michael Svoboda,AUT,DF,26.0,1998.0,29,28,2528,28.1,3,2,5,3,0,0,7,0,0.11,0.07,0.18,0.11,0.18
ITA-Serie B,2526,Venezia,Michael Venturi,ITA,DF,26.0,1999.0,8,2,184,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Venezia,Nunzio Lella,ITA,MF,25.0,2000.0,19,1,307,3.4,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29
ITA-Serie B,2526,Venezia,Richie Sagrado,BEL,MF,21.0,2004.0,29,12,1304,14.5,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14
ITA-Serie B,2526,Venezia,Ridgeciano Haps,SUR,MF,32.0,1993.0,25,13,1222,13.6,5,3,8,5,0,0,6,0,0.37,0.22,0.59,0.37,0.59
ITA-Serie B,2526,Venezia,Seid Korac,LUX,DF,23.0,2001.0,18,11,1046,11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17
ITA-Serie B,2526,Virtus Entella,Ahmad Benali,LBY,MF,33.0,1992.0,10,8,683,7.6,0,1,1,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13
ITA-Serie B,2526,Virtus Entella,Alessandro Debenedetti,ITA,"FW,MF",21.0,2003.0,32,18,1717,19.1,3,0,3,3,0,0,1,0,0.16,0.0,0.16,0.16,0.16
ITA-Serie B,2526,Virtus Entella,Alessandro Pilati,ITA,DF,25.0,2000.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Andrea Franzoni,ITA,MF,28.0,1997.0,36,33,2875,31.9,6,1,7,3,3,3,4,0,0.19,0.03,0.22,0.09,0.13
ITA-Serie B,2526,Virtus Entella,Andrea Tiritiello,ITA,DF,30.0,1995.0,27,25,2209,24.5,7,0,7,7,0,0,8,1,0.29,0.0,0.29,0.29,0.29
ITA-Serie B,2526,Virtus Entella,Antonio Boccadamo,ITA,MF,26.0,1999.0,10,0,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,David Akpan Ankeye,NGA,FW,23.0,2002.0,9,2,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Davide Bariti,ITA,"MF,DF",34.0,1991.0,30,18,1528,17.0,1,2,3,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18
ITA-Serie B,2526,Virtus Entella,Davide Pio Stabile,ITA,FW,20.0,2004.0,3,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Denis Portanova,ITA,DF,24.0,2001.0,7,2,255,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Federico Del Frate,ITA,GK,29.0,1995.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Flavio Russo,ITA,FW,21.0,2004.0,14,5,445,4.9,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2
ITA-Serie B,2526,Virtus Entella,Francesco Mezzoni,ITA,"MF,DF",25.0,2000.0,27,20,1883,20.9,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie B,2526,Virtus Entella,Guiu,ESP,"MF,FW",24.0,2000.0,27,20,1608,17.9,2,4,6,2,0,0,4,2,0.11,0.22,0.34,0.11,0.34
ITA-Serie B,2526,Virtus Entella,Iacopo Lipiani,ITA,MF,24.0,2001.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Ivan Marconi,ITA,DF,35.0,1989.0,35,35,2957,32.9,3,0,3,3,0,0,14,0,0.09,0.0,0.09,0.09,0.09
ITA-Serie B,2526,Virtus Entella,Leonardo Benedetti,ITA,MF,25.0,2000.0,11,9,716,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Lorenzo Moretti,ITA,DF,23.0,2002.0,8,4,393,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Luca Parodi,ITA,DF,30.0,1995.0,37,35,3005,33.4,1,0,1,1,0,0,6,1,0.03,0.0,0.03,0.03,0.03
ITA-Serie B,2526,Virtus Entella,Luigi Cuppone,ITA,FW,27.0,1997.0,18,15,1266,14.1,6,1,7,6,0,0,3,0,0.43,0.07,0.5,0.43,0.5
ITA-Serie B,2526,Virtus Entella,Marco Dalla Vecchia,ITA,MF,20.0,2005.0,32,11,1299,14.4,0,1,1,0,0,0,6,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie B,2526,Virtus Entella,Marco Nichetti,ITA,MF,28.0,1996.0,26,14,1235,13.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Mattia Alborghetti,ITA,DF,26.0,1998.0,19,11,1123,12.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Mattia Tirelli,ITA,FW,23.0,2002.0,15,5,551,6.1,2,0,2,2,0,0,2,0,0.33,0.0,0.33,0.33,0.33
ITA-Serie B,2526,Virtus Entella,Nermin Karic,SWE,MF,26.0,1999.0,35,26,2217,24.6,3,4,7,3,0,0,2,1,0.12,0.16,0.28,0.12,0.28
ITA-Serie B,2526,Virtus Entella,Niccolò Squizzato,ITA,MF,23.0,2002.0,17,13,1125,12.5,0,2,2,0,0,0,6,0,0.0,0.16,0.16,0.0,0.16
ITA-Serie B,2526,Virtus Entella,Ovidijus Šiaulys,LTU,GK,26.0,1999.0,1,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Riccardo Turicchia,ITA,MF,22.0,2003.0,8,2,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Simone Colombi,ITA,GK,34.0,1991.0,30,30,2649,29.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Virtus Entella,Stefano Di Mario,ITA,"MF,DF",20.0,2004.0,37,36,3158,35.1,0,2,2,0,0,0,9,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2526,Virtus Entella,Tommaso Del Lungo,ITA,DF,21.0,2003.0,9,3,281,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64
ITA-Serie B,2526,Virtus Entella,Tommaso Fumagalli,ITA,"FW,MF",25.0,2000.0,22,10,930,10.3,1,3,4,1,0,0,1,0,0.1,0.29,0.39,0.1,0.39
ITA-Serie B,2627,Arezzo,Alberto Cerri,ITA,FW,30-137,1996.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Alessandro Arena,ITA,"MF,FW",26-028,2000.0,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Alessandro Nunziante,ITA,GK,19-170,2007.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Alessandro Renzi,ITA,DF,22-216,2004.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Artur Ioniță,MDA,"MF,FW",36-014,1990.0,2,2,180,2.0,1,0,1,1,0,0,1,0,0.5,0.0,0.5,0.5,0.5
ITA-Serie B,2627,Arezzo,Camillo Tavernelli,ITA,"MF,FW",27-052,1999.0,2,2,176,2.0,1,1,2,1,0,0,0,0,0.51,0.51,1.02,0.51,1.02
ITA-Serie B,2627,Arezzo,Emiliano Pattarello,ITA,FW,27-032,1999.0,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Gennaro Iaccarino,ITA,MF,23-061,2003.0,2,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Julián Illanes,ARG,DF,29-174,1997.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Matteo Gilli,ITA,DF,29-181,1997.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Mattia Sala,ITA,MF,21-159,2005.0,2,2,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Mattia Viviani,ITA,MF,25-361,2000.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Muhamed Djamanca,GNB,FW,28-167,1998.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Arezzo,Pietro Cianci,ITA,FW,30-210,1996.0,2,2,151,1.7,2,1,3,1,1,1,0,0,1.19,0.6,1.79,0.6,1.19
ITA-Serie B,2627,Arezzo,Samuele Righetti,ITA,DF,24-325,2001.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie B,2627,Arezzo,Shaka Mawuli,GHA,MF,28-107,1998.0,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Abdoul Guiebre,BFA,"MF,DF",29-045,1997.0,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Amine Chakir,ITA,FW,25-306,2000.0,2,2,150,1.7,0,1,1,0,0,0,0,0,0.0,0.6,0.6,0.0,0.6
ITA-Serie B,2627,Ascoli,Andrea Oliveri,ITA,MF,23-229,2003.0,2,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Andrea Silipo,ITA,MF,25-136,2001.0,2,2,159,1.8,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57
ITA-Serie B,2627,Ascoli,Don Bolsius,NED,FW,27-275,1998.0,2,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Gabriele Gori,ITA,FW,27-199,1999.0,2,0,30,0.3,1,0,1,1,0,0,1,0,3.0,0.0,3.0,3.0,3.0
ITA-Serie B,2627,Ascoli,Gennaro Acampora,ITA,MF,32-155,1994.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Giacomo De Pieri,ITA,MF,19-245,2006.0,1,0,21,0.2,0,1,1,0,0,0,0,0,0.0,4.29,4.29,0.0,4.29
ITA-Serie B,2627,Ascoli,Giovanni Corradini,ITA,MF,23-292,2002.0,2,2,172,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Manuel Nicoletti,ITA,DF,27-265,1998.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Marcos Curado,ARG,DF,31-114,1995.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Matteo Brunori,ITA,FW,31-303,1994.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Nicholas Rizzo,ITA,DF,26-173,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Samuele Damiani,ITA,MF,28-213,1998.0,2,2,163,1.8,0,1,1,0,0,0,0,0,0.0,0.55,0.55,0.0,0.55
ITA-Serie B,2627,Ascoli,Samuele Vitale,ITA,GK,24-011,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Sergiu Perciun,MDA,MF,20-130,2006.0,2,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Ascoli,Simone D'Uffizi,ITA,"MF,FW",21-350,2004.0,2,2,154,1.7,1,0,1,1,0,0,2,0,0.58,0.0,0.58,0.58,0.58
ITA-Serie B,2627,Ascoli,Tommaso Milanese,ITA,DF,24-031,2002.0,2,2,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Andrea Favilli,ITA,FW,29-106,1997.0,2,1,142,1.6,0,3,3,0,0,0,0,0,0.0,1.9,1.9,0.0,1.9
ITA-Serie B,2627,Avellino,Armando Izzo,ITA,DF,34-182,1992.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Brando Moruzzi,ITA,"MF,DF",22-042,2004.0,2,2,153,1.7,1,0,1,1,0,0,0,0,0.59,0.0,0.59,0.59,0.59
ITA-Serie B,2627,Avellino,Daniel Fila,CZE,FW,24-010,2002.0,1,1,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Dimitris Sounas,GRE,"FW,MF",32-019,1994.0,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Giacomo Faticanti,ITA,MF,22-031,2004.0,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Lorenco Šimić,CRO,DF,30-047,1996.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Luca Di Maggio,ITA,MF,21-153,2005.0,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Luca Palmiero,ITA,MF,30-122,1996.0,2,2,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Luca Pandolfi,ITA,FW,28-170,1998.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Marco Sala,ITA,"DF,MF",27-088,1999.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Martin Palumbo,NOR,MF,24-179,2002.0,2,2,144,1.6,0,1,1,0,0,0,0,0,0.0,0.62,0.62,0.0,0.62
ITA-Serie B,2627,Avellino,Michele Besaggio,ITA,MF,24-125,2002.0,2,2,126,1.4,1,0,1,1,0,0,2,0,0.71,0.0,0.71,0.71,0.71
ITA-Serie B,2627,Avellino,Patrick Enrici,ITA,DF,25-121,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Raffaele Russo,ITA,"MF,FW",27-197,1999.0,2,2,166,1.8,2,0,2,2,0,0,0,0,1.08,0.0,1.08,1.08,1.08
ITA-Serie B,2627,Avellino,Tommaso Biasci,ITA,MF,31-294,1994.0,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Tommaso Cancellotti,ITA,"MF,DF",34-101,1992.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Tommaso Martinelli,ITA,GK,20-237,2006.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Avellino,Walid Cheddira,MAR,FW,28-221,1998.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Angelo Talia,ITA,MF,23-174,2003.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Antonio Prisco,ITA,MF,22-145,2004.0,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Antonis Siatounis,GRE,MF,24-005,2002.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Christian Kouan,CIV,FW,27-242,1999.0,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,David Okereke,NGA,"FW,MF",29-002,1997.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Davide Lamesta,ITA,MF,26-134,2000.0,2,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Edoardo Pierozzi,ITA,DF,24-353,2001.0,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Emanuele Schimmenti,ITA,MF,24-150,2002.0,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Francesco Salvemini,ITA,FW,29-340,1996.0,2,2,180,2.0,2,0,2,1,1,1,0,0,1.0,0.0,1.0,0.5,0.5
ITA-Serie B,2627,Benevento,Gianmarco Vannucchi,ITA,GK,31-032,1995.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Guglielmo Mignani,ITA,FW,24-016,2002.0,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Leonardo Sernicola,ITA,DF,29-032,1997.0,2,1,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Luca Caldirola,ITA,DF,35-211,1991.0,1,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Luigi Cherubini,ITA,MF,22-228,2004.0,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Marco Tumminello,ITA,FW,27-298,1998.0,1,1,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Mattia Maita,ITA,MF,33-241,1993.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie B,2627,Benevento,Pietro Beruatto,ITA,DF,27-253,1998.0,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Pietro Saio,ITA,DF,23-027,2003.0,2,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Benevento,Stefano Scognamillo,ITA,DF,32-119,1994.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Fabio Abiuso,GRE,FW,23-210,2003.0,2,2,136,1.5,1,0,1,1,0,0,1,0,0.66,0.0,0.66,0.66,0.66
ITA-Serie B,2627,Carrarese,Fabio Ruggeri,ITA,DF,21-261,2004.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Filippo Oliana,ITA,DF,27-062,1999.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Filippo Reale,ITA,MF,20-188,2006.0,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Gabriele Parlanti,ITA,MF,22-215,2004.0,2,2,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Giacomo Marconi,ITA,FW,21-030,2005.0,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Giovanni Garofani,ITA,GK,23-315,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Jacopo Martini,ITA,MF,21-246,2004.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Jonas Rouhi,SWE,MF,22-236,2004.0,2,2,164,1.8,0,1,1,0,0,0,1,0,0.0,0.55,0.55,0.0,0.55
ITA-Serie B,2627,Carrarese,Lorenzo Romani,ITA,DF,21-184,2005.0,2,2,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Luka Topalović,SVN,MF,20-189,2006.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Mattia Finotto,ITA,FW,33-246,1992.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Moustapha Cissé,GUI,FW,22-351,2003.0,2,2,152,1.7,0,1,1,0,0,0,0,0,0.0,0.59,0.59,0.0,0.59
ITA-Serie B,2627,Carrarese,Niccolò Belloni,ITA,MF,32-052,1994.0,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Nicolás Schiavi,ARG,MF,31-211,1995.0,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Pietro Pinelli,ITA,MF,20-194,2006.0,1,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.0,5.63,5.63,5.63
ITA-Serie B,2627,Carrarese,Tomasso Guercio,POL,DF,21-091,2005.0,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Carrarese,Yanis Khafi,FRA,MF,20-130,2006.0,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Antonio Candela,ITA,MF,26-126,2000.0,2,2,135,1.5,0,1,1,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67
ITA-Serie B,2627,Catanzaro,Bruno Verrengia,ITA,DF,22-343,2003.0,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
ITA-Serie B,2627,Catanzaro,Emanuele Pecorino,ITA,FW,25-047,2001.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Federico Di Francesco,ITA,"FW,MF",32-078,1994.0,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Franck Tchaouna,CHA,FW,20-346,2005.0,2,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Gabriel Arditi,ITA,FW,19-322,2006.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Gabriele Alesi,ITA,"MF,DF",22-215,2004.0,2,2,159,1.8,0,1,1,0,0,0,0,0,0.0,0.57,0.57,0.0,0.57
ITA-Serie B,2627,Catanzaro,Jacopo Petriccione,ITA,MF,31-190,1995.0,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Marco D'Alessandro,ITA,"MF,FW",35-195,1991.0,2,2,65,0.7,1,0,1,1,0,0,0,0,1.38,0.0,1.38,1.38,1.38
ITA-Serie B,2627,Catanzaro,Marco Ruggero,ITA,"MF,DF",26-091,2000.0,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Matias Antonini Lui,BRA,"MF,DF",28-144,1998.0,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie B,2627,Catanzaro,Mehdi Dorval,ALG,"DF,MF",25-203,2001.0,2,0,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Mirko Pigliacelli,ITA,GK,33-062,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Nicola Mosti,ITA,"MF,DF",28-205,1998.0,2,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Philippe Koffi,CIV,"MF,FW",24-175,2002.0,2,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Pietro Iemmello,ITA,MF,34-178,1992.0,2,2,162,1.8,1,0,1,1,0,0,1,0,0.56,0.0,0.56,0.56,0.56
ITA-Serie B,2627,Catanzaro,Ruggero Frosinini,ITA,MF,25-196,2001.0,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Catanzaro,Samuel Giovane,ITA,MF,23-156,2003.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Alessandro Debenedetti,ITA,FW,22-342,2003.0,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Alessandro Siano,ITA,GK,25-125,2001.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2627,Cesena,Andrea Ciofi,ITA,DF,27-064,1999.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
